,change_type,history,osm_type,osm_id,geometry,tag_key,tag_value,start_ds,end_ds
61,modify,old,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",place,islet,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
62,modify,old,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",type,multipolygon,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
63,modify,old,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",wikidata,Q20317,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
64,modify,old,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",wikipedia,ko:독도,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
65,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",alt_name:en,Liancourt Rocks,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
66,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",alt_name:ja,リアンクール岩礁,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
67,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",alt_name:ko,리앙쿠르초,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
68,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",alt_name:ko-Latn,Tokto,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
69,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name,독도,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
70,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:el,Ντόκτο,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
71,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:en,Dokdo Island,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
72,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:ja,独島,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
73,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:ko,독도,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
74,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:ko-Hani,獨島,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
75,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:ko-Latn,Dokdo,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
76,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:ru,Токто,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
77,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:th,เกาะดกโด,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
78,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",name:zh,独岛,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
79,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",place,islet,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
80,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",type,multipolygon,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
81,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",wikidata,Q20317,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
82,modify,new,relation,6646538,"POLYGON ((131.8727798 37.2378086, 131.8727798 37.2477724, 131.8612616 37.2477724, 131.8612616 37.2378086, 131.8727798 37.2378086))",wikipedia,ko:독도,2022-01-22T08:00:00Z,2022-01-27T16:00:00Z
0,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",bicycle,yes,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
1,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",duration,01:20,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
2,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",foot,yes,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
3,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",horse,no,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
4,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",motor_vehicle,no,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
5,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",name,울릉도(사동항)-독도(동도),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
6,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",name:el,Ούλουνγκντο (Λιμάνι Σάντονγκ) - Ντόκτο (Ντόνγκντο),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
7,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",name:en,Ulleungdo Island (Sadong port)-Dokdo Island(Dongdo),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
8,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",name:ja,鬱陵島(沙洞港)-独島(東島),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
9,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",name:ko,울릉도(사동항)-독도(동도),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
10,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",name:ko-Hani,鬱陵島(沙洞港)-獨島(東島),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
11,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",name:zh,郁陵岛(沙洞港)-独岛(东岛),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
12,modify,old,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8765561 37.4652541, 130.8765561 37.2277325, 131.867277 37.2277325))",route,ferry,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
13,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",bicycle,yes,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
14,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",duration,01:20,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
15,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",foot,yes,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
16,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",horse,no,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
17,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",motor_vehicle,no,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
18,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",name,울릉도(사동항)-독도(동도),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
19,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",name:el,Ούλουνγκντο (Λιμάνι Σάντονγκ) - Ντόκτο (Ντόνγκντο),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
20,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",name:en,Ulleungdo Island (Sadong port)-Dokdo Island(Dongdo),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
21,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",name:ja,鬱陵島(沙洞港)-独島(東島),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
22,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",name:ko,울릉도(사동항)-독도(동도),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
23,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",name:ko-Hani,鬱陵島(沙洞港)-獨島(東島),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
24,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",name:zh,郁陵岛(沙洞港)-独岛(东岛),2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
25,modify,new,way,379686824,"POLYGON ((131.867277 37.2277325, 131.867277 37.4652541, 130.8785176 37.4652541, 130.8785176 37.2277325, 131.867277 37.2277325))",route,ferry,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
26,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",addr:country,JP,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
27,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",wikidata,Q20317,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
28,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",place,islet,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
29,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",addr:province,島根県,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
30,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",addr:town,隠岐郡隠岐の島町,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
31,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name,竹島 女島,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
32,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:en,takeshima east,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
33,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",natural,coastline,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
34,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",website,https://www.mofa.go.jp/mofaj/area/takeshima/gaiyo.html,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
35,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",wikipedia,ja:竹島,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
36,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:el,Ντόνγκντο,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
37,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:ja,東島,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
38,modify,old,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:zh,东岛,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
39,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",addr:country,KR,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
40,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",addr:county,울릉군,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
41,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",addr:postcode,40240,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
42,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",addr:province,경상북도,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
43,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",addr:town,울릉읍,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
44,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name,동도,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
45,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:el,Ντόνγκντο,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
46,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:en,Dong-do,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
47,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:ja,東島,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
48,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:ko,동도,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
49,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",name:zh,东岛,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
50,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",natural,coastline,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
51,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",place,islet,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
52,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",website,http://dokdo.mofa.go.kr/kor/,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
53,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",wikidata,Q20317,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
54,modify,new,way,456788681,"POLYGON ((131.8721808 37.2380358, 131.8721808 37.2420157, 131.8671561 37.2420157, 131.8671561 37.2380358, 131.8721808 37.2380358))",wikipedia,ko:독도,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
55,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:en,"Simane oki-gun okinosima-cho ""Takeshima"" Japan",2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
56,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:ja,日本国　島根県 隠岐郡 隠岐の島町 竹島,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
57,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:ko-Hani,日本国　島根県 隠岐郡 隠岐の島町 竹島,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
58,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:zh,日本国　島根県 隠岐郡 隠岐の島町 竹島,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
59,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",operator,Japan goverment,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
60,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",leisure,nature_reserve,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
61,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name,대한민국 천연기념물 제 336호 독도 천연보호구역,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
62,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:ko,대한민국 천연기념물 제336호 독도 천연보호구역,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
63,modify,old,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:ru,Докдо,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
64,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",leisure,nature_reserve,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
65,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name,대한민국 천연기념물 제 336호 독도 천연보호구역,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
66,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:en,"Natural monuments of South Korea No. 336 ""Dokdo Island Natural Reserve""",2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
67,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:ja,大韓民国天然記念物 第336号 独島天然保護区域,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
68,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:ko,대한민국 천연기념물 제336호 독도 천연보호구역,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
69,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:ko-Hani,大韓民國天然記念物 第336號 獨島天然保護區域,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
70,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:ru,Докдо,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
71,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",name:zh,大韩民国天然纪念物 第336号 独岛天然保护区域,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
72,modify,new,way,853678581,"POLYGON ((131.8738459 37.2367241, 131.8738459 37.2493339, 131.8596494 37.2493339, 131.8596494 37.2367241, 131.8738459 37.2367241))",operator,대한민국 정부,2022-01-27T16:00:00Z,2022-02-02T00:00:00Z
